,yoji,j1,j1_Meanings,j1_Readings,j2,j2_Meanings,j2_Readings,j3,j3_Meanings,j3_Readings,j4,j4_Meanings,j4_Readings,j12,j12_Meanings,j12_Readings,j34,j34_Meanings,j34_Readings
41,節拝身戦,節,"[' occasion/time section (of a literary work)/paragraph/verse/stanza/passage principle/integrity node (of a plant stem) clause (taxonomical) section,', ' knot (nautical mile per hour),', ' joint/knuckle tune/melody knot (in wood)/node in a bamboo stem part/notable characteristic,', ' characteristic way of speaking,', ' space between two nodes (on bamboo, etc.)]']","['せつ', 'のっと', 'ふし', 'ぶし', 'よ']",拝,"["" bowing one's head (in respect or worship)/worship respectfully yours]""]",['はい'],身,"["" body oneself one's place/one's position main part/meat (as opposed to bone, skin, etc.)/wood (as opposed to bark)/blade (as opposed to its handle)/container (as opposed to its lid),"", ' (dead) body/corpse]']","['み', 'むくろ']",戦,"[' war/battle/campaign/fight troops/forces,', ' war/battle match/competition]']","['いくさ', 'せん']",節拝,,,身戦,,
42,下様食作,下,"["" below/down/under/younger (e.g. daughter) bottom beneath/underneath just after/right after inferiority/one's inferior (i.e. one's junior) trade-in preliminary/preparatory,"", ' under (esp. influence or guidance),', ' lowness (of degree, value, etc.)/inferiority second volume (of two)/third volume (of three),', ' lower reaches (of a river) bottom/lower part lower half (of the body, esp. the privates)/feces (faeces)/urine/menses end/far from the imperial palace (i.e. far from Kyoto, esp. of western Japan) dirty (e.g. dirty jokes, etc.),', ' under (being in said condition or environment)]']","['した', 'もと', 'げ', 'しも', 'か']",様,"[' mess/sorry state/plight/sad sight -ways/-wards in the act of .../just as one is ... manner of .../way of ...,', ' Mr./Mrs./Miss/Ms. makes words more polite (usu. in fixed expressions) state/situation/appearance,', ' appearing .../looking ... way to .../method of ...ing form/style/design like/similar to thing (thought or spoken),', ' Mr./Mrs./Ms.,', ' precedent/example]']","['ざま', 'さま', 'よう', 'ちゃま', 'ためし']",食,"["" meal/(one's) diet/food/foodstuff/foodstuffs eclipse (solar, lunar, etc.)]""]",['しょく'],作,[' work (e.g. of art)/production harvest/cultivation/farming/crop/yield technique]'],['さく'],下様,,,食作,,
43,赫之志下,赫,[],[],之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",志,[' will/resolution/intention/ambition/aim/goal kindness/goodwill/kind offer gift (as a token of gratitude)]'],['こころざし'],下,"["" below/down/under/younger (e.g. daughter) bottom beneath/underneath just after/right after inferiority/one's inferior (i.e. one's junior) trade-in preliminary/preparatory,"", ' under (esp. influence or guidance),', ' lowness (of degree, value, etc.)/inferiority second volume (of two)/third volume (of three),', ' lower reaches (of a river) bottom/lower part lower half (of the body, esp. the privates)/feces (faeces)/urine/menses end/far from the imperial palace (i.e. far from Kyoto, esp. of western Japan) dirty (e.g. dirty jokes, etc.),', ' under (being in said condition or environment)]']","['した', 'もと', 'げ', 'しも', 'か']",赫之,,,志下,,
44,喜人天反,喜,[],[],人,"[' -ian (e.g. Italian)/-ite (e.g. Tokyoite)/indicates nationality, race, origin, etc. -er (e.g. performer, etc.)/person working with .../indicates expertise (in a certain field) (usu. in compound words) man/person/people,', ' person,', ' man/person human being/mankind/people human (Homo sapiens)/humans as a species character/personality man of talent/true man another person/other people/others adult,', ' counter for people person]']","['じん', 'と', 'ひと', 'にん']",天,[' sky heaven svarga (heaven-like realm visited as a stage of death and rebirth) deva (divine being of Buddhism)]'],['てん'],反,"[' variable measure of fabric (28.8 cm in width)/for kimonos', ' at least 10 m in length/for haori', ' at least27 m in length/for other clothes', ' at least06 m in length 300 tsubo (991.74 meters square,24506 acres) six ken (10.91 m),', ' anti- antithesis fanqie/traditional Chinese spelling system in which two characters are used', ' the first one for the onset, the second one for rhyme and tone]']","['たん', 'はん']",喜人,,,天反,,
45,大己憂満,大,"[' big/large,', ' the large part of big/large/great approximate size/no larger than -university large (e.g. serving size)/loud (e.g. volume setting),', ' great/grand/large greater (of equal court ranks)/upper/senior a great deal/very much,', ' greater (of equal court ranks)/upper/senior a great deal/very much]']","['おお', 'だい', 'おおき', 'き', 'おおい', 'い']",己,"[' oneself (itself, etc.) I/me you by oneself (itself, etc.) interjection expressing anger or chagrin,', ' I/me,', ' 6th in rank/sixth sign of the Chinese calendar,', ' blockhead!/you,', ' I/me,', ' you,', ' I you,', ' oneself/myself I you]']","['おのれ', 'おれ', 'き', 'うぬ', 'おら', 'おどれ', 'な', 'おの']",憂,[],[],満,"[' full (years, etc.) whole/all fully enough/not lacking Manchuria]']",['まん'],大己,,,憂満,,
46,蛇落玉水,蛇,[' snake serpent/large snake]'],['へび'],落,[' slip/omission outcome/final result/the end punch line (of a joke)]'],"['おち', 'ち']",玉,"[' ball/sphere/globe/orb bead (of sweat, dew, etc.)/drop/droplet ball (in sports) pile (of noodles, etc.) bullet bulb (i.e. a light bulb) lens (of glasses, etc.) bead (of an abacus) ball (i.e. a testicle) 10. gem/jewel (esp. spherical; sometimes used figuratively)/pearl 11. female entertainer (e.g. a geisha) 12. person (when commenting on their nature)/character 13. item, funds or person used as part of a plot 14. egg 15. coin 16. precious/beautiful/excellent,', ' precious stone (esp. jade) egg (sometimes esp. as a sushi topping) stock or security being traded/product being bought or sold position (in finance, the amount of a security either owned or owed by an investor or dealer) geisha time charge for a geisha king (of the junior player)]']","['たま', 'ぎょく']",水,"[' water (esp. cool, fresh water, e.g. drinking water) fluid (esp. in an animal tissue)/liquid flood/floodwaters water offered to wrestlers just prior to a bout break granted to wrestlers engaged in a prolonged bout,', ' Wednesday shaved ice (served with flavored syrup) water (fifth of the five elements)]']","['みず', 'すい']",蛇落,,,玉水,,
47,類言槍不,類,"[' kind/sort/type/class/genus/order/family similar example/parallel/the like,', ' kind/sort/type equal/match/peer]']","['るい', 'たぐい', 'い']",言,[' word/remark/statement]'],['げん'],槍,"[' spear/lance javelin lance jeering,', ' long-handled Chinese spear/lance/pike weapon/arms grip of a bow]']","['やり', 'ほこ']",不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",類言,,,槍不,,
48,光知伝明,光,[' light illumination/ray/beam/gleam/glow happiness/hope influence/power vision/eyesight]'],['ひかり'],知,[' wisdom jnana (higher knowledge)]'],['ち'],伝,"[' intermediary/influence/good offices/connections/someone to trust/go-between/pull,', ' legend/tradition biography/life method/way horseback transportation and communication relay system used in ancient Japan]']","['つて', 'でん']",明,"[' vidya (wisdom) mantra the coming (4th of July, etc.),', ' brightness clarity/acumen power of vision,', ' Ming (dynasty of China, 1368-1644),', ' clearly/brightly cleanly/purely]']","['みょう', 'めい', 'みん', 'さや']",光知,,,伝明,,
49,軌仏明議,軌,[],[],仏,"[' France,', ' Buddha/Buddhism,', ' Buddha/merciful person/Buddhist image the dead/dead person/spirit of the dead]']","['ふつ', 'ぶつ', 'ほとけ']",明,"[' vidya (wisdom) mantra the coming (4th of July, etc.),', ' brightness clarity/acumen power of vision,', ' Ming (dynasty of China, 1368-1644),', ' clearly/brightly cleanly/purely]']","['みょう', 'めい', 'みん', 'さや']",議,[' discussion/deliberation thought/opinion]'],['ぎ'],軌仏,,,明議,,
50,世城不然,世,"[' world/society/age/generation,', ' counter for generations epoch]']","['よ', 'せい']",城,"[' castle,', ' castle (in place names),', ' fortress (surrounded by a wall, moat, etc.)]']","['しろ', 'じょう', 'き']",不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",然,"[' -like,', ' so/like that/in that way,', ' like that/as such yeah/uh-huh]']","['ぜん', 'さ', 'しか']",世城,,,不然,,
51,者狼信屨,者,"[' person,', ' someone of that nature/someone doing that work]']","['もの', 'しゃ']",狼,"["" wolf (Canis lupus) wolf in sheep's clothing/womanizer]""]",['おおかみ'],信,[' honesty/fidelity trust/reliance (religious) faith counter for received messages]'],['しん'],屨,[],[],者狼,,,信屨,,
52,得力答憂,得,"[' profit/advantage/benefit/gain rebirth in paradise, entering nirvana,', ' to get/to acquire/to obtain/to procure/to earn/to win/to gain/to secure/to attain to be possible]']","['とく', 'う']",力,"[' force/strength/might/vigour (vigor)/energy capability/ability/proficiency/capacity/faculty efficacy/effect effort/endeavours (endeavors)/exertions power/authority/influence/good offices/agency support/help/aid/assistance stress/emphasis means/resources,', ' strength/power/proficiency/ability the strength of ... people/the strength of ... men,', ' strength/power/proficiency/ability]']","['ちから', 'りき', 'りょく']",答,[' answer/reply/response/solution]'],"['こたえ', 'え']",憂,[],[],得力,,,答憂,,
53,中針鳥本,中,"[' inside/in among/within center (centre)/middle during/while,', "" inside/within while among/amongst/between we (referring to one's in-group, e.g. company, etc.)/our my spouse imperial palace grounds emperor I (primarily used by women and children)/me,"", ' medium/average/middle moderation middle school China volume two (of three) during (a certain time when one did or is doing something)/under (construction, etc.)/while in/out of (e.g. three out of ten people),', ' through/throughout/in the course of all over or throughout (e.g. a place), チュン', ' red dragon tile winning hand with a pung (or kong) of red dragon tiles]']","['なか', 'うち', 'ちゅう', 'じゅう']",針,"[' needle/pin hook stinger/thorn hand (e.g. clock, etc.)/pointer staple (for a stapler) needlework/sewing malice counter for stitches]']",['はり'],鳥,[' bird bird meat (esp. chicken meat)/fowl/poultry]'],['とり'],本,"["" origin/source base/basis/foundation/root cause ingredient/material (somebody's) side/(somebody's) location original cost (or capital, principal, etc.) (plant) root/(tree) trunk first section of a waka counter for blades of grass, tree trunks, etc., and for falcons (in falconry) 10. handle (chopsticks, brush, etc.)/grip,"", ' book/volume/script this/present main/head real/regular counter for long cylindrical things/counter for films, TV shows, etc./counter for goals, home runs, etc./counter for telephone calls]']","['もと', 'ほん']",中針,,,鳥本,,
54,曲争首氷,曲,"[' song/tune/composition/piece of music,', ' corner/nook/recess a shadow/a shade,', ' wickedness/evil/calamity/disaster,', ' long segment of a noh play forming its musical highlight wrong/improper/indecent]']","['きょく', 'くま', 'まが', 'くせ']",争,[],[],首,"[' neck head dismissal/discharge/firing (from a job),', ' decapitated head of an enemy,', ' counter for songs and poems,', ' office/official chief/head (Yaeyama Islands in Okinawa) person (usually a woman) whose duty it is to officiate at religions ceremonies,', ' Obito (hereditary title, often given to powerful regional families),', ' eldest son older brother/older sister older person head of a clan/head of a region skilled craftsman,', ' head (of a doll),', ' head]']","['くび', 'しゅきゅう', 'しゅ', 'つかさ', 'おびと', 'このかみ', 'かしら', 'こうべ']",氷,"[' ice shaved ice (usually served with flavored simple syrup),', ' ice hail]']","['こおり', 'ひ']",曲争,,,首氷,,
55,平之出大,平,[' something broad and flat/palm of the hand common/ordinary low-ranking employee/freshman/novice/private]'],['ひら'],之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",出,"["" coming out/going out/outflow/efflux/rising (of the sun or moon) attending (work)/appearing (on stage)/one's turn to go on start/beginning origins/background/person (or item) originating from .../graduate of .../native of .../member of ... (lineage) architectural member that projects outward highest point of the stern of a ship amount (comprising something)/amount of time or effort required to do something,"", ' coming out/emerging being born into (a certain family)/being a native of (a particular place)]']","['で', 'しゅつ']",大,"[' big/large,', ' the large part of big/large/great approximate size/no larger than -university large (e.g. serving size)/loud (e.g. volume setting),', ' great/grand/large greater (of equal court ranks)/upper/senior a great deal/very much,', ' greater (of equal court ranks)/upper/senior a great deal/very much]']","['おお', 'だい', 'おおき', 'き', 'おおい', 'い']",平之,,,出大,,
56,不察的窮,不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",察,[' police]'],['さつ'],的,"[' -like/typical,', ' mark/target]']","['てき', 'まと']",窮,[],[],不察,,,的窮,,
57,書天雨改,書,"[' letter/writings,', ' document/book penmanship/handwriting/calligraphy (esp. Chinese)]']","['ふみ', 'しょ']",天,[' sky heaven svarga (heaven-like realm visited as a stage of death and rebirth) deva (divine being of Buddhism)]'],['てん'],雨,[' rain]'],['あめ'],改,[' revision]'],['かい'],書天,,,雨改,,
58,湾山水紫,湾,[' bay/gulf/inlet]'],['わん'],山,"[' mountain/hill mine (e.g. coal mine) heap/pile crown (of a hat)/thread (of a screw)/tread (of a tire)/protruding part of an object climax/peak/critical point guess/speculation criminal case/crime mountain climbing/mountaineering festival float (esp. one mounted with a decorative halberd) 10. wall/wall tile 11. temple/temple grounds 12. wild,', ' Mt./Mount Mt./Mount,', ' mountain/hill]']","['やま', 'さん', 'むれ']",水,"[' water (esp. cool, fresh water, e.g. drinking water) fluid (esp. in an animal tissue)/liquid flood/floodwaters water offered to wrestlers just prior to a bout break granted to wrestlers engaged in a prolonged bout,', ' Wednesday shaved ice (served with flavored syrup) water (fifth of the five elements)]']","['みず', 'すい']",紫,[' purple/violet Lithospermum erythrorhizon (species of gromwell) type of soy sauce]'],['むらさき'],湾山,,,水紫,,
59,境戚代励,境,[' border/boundary turning point/watershed area/region/spot/space/environment psychological state/mental state cognitive object/something perceptible by the sense organs or mind]'],['さかい'],戚,[],[],代,"[' substitution material price margin (e.g. for stapling, etc.)/area required for something shiro (unit of land area equal to one-fiftieth of a tan; ~19.83 m.sq.),', ' world/society/age/generation,', ' charge/cost/price generation/age/reign era a representative of/on behalf of/for (someone) used after a phone number to indicate that it is a switchboard number counter for decades of ages, eras, etc. counter for generations (of inheritors to a throne, etc.) proxy application company pronoun]']","['しろ', 'よ', 'だい']",励,[],[],境戚,,,代励,,
60,滅釘斉来,滅,[],[],釘,[' nail (i.e. small metal spike)]'],['くぎ'],斉,"["" Qi (kingdom in China during the Spring and Autumn Period and the Period of the Warring States)/Ch'i]""]",['せい'],来,"[' next (year, etc.) since (last month, etc.)]']",['らい'],滅釘,,,斉来,,
61,足天常色,足,"[' foot leg gait pace bottom structural component (i.e. radical) of a kanji means of transportation money/coin,', ' counter for pairs (of socks, shoes, etc.)]']","['あし', 'そく']",天,[' sky heaven svarga (heaven-like realm visited as a stage of death and rebirth) deva (divine being of Buddhism)]'],['てん'],常,"[' constant/unchanging/eternal,', ' ordinary/common/usual free of charge unaffected/as is/safe only/merely/just/simply but/however/nevertheless,', ' eternity/perpetuity/immortality Eikyuu era (1113.7.13-1118.4.3),', ' usual state of things]']","['とこ', 'ただ', 'えいきゅう', 'つね']",色,"[' colour/color complexion appearance/look love/lust/sensuality/love affair/lover kind/type/variety,', ' counter for colours,', ' rupa (form) visible objects (i.e. color and form)]']","['いろ', 'しょく', 'しき']",足天,,,常色,,
62,達旦之無,達,"[' pluralizing suffix (esp. for people & animals; formerly honorific),', ' friend]']","['たち', 'だち']",旦,[],[],之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",無,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']",達旦,,,之無,,
63,転意靡一,転,"[' turning around (once) suddenly/abruptly completely (wrapped in something)/quickly (unwrapping something) beautiful, round (eyes) flail (for threshing grain),', ' altering pronunciation or meaning/word with altered pronunciation or meaning turning or twisting part of a text (in Chinese poetry)]']","['くるり', 'てん']",意,[' feelings/thoughts meaning]'],['い'],靡,[],[],一,"[' one best first/foremost beginning/start bottom string (on a shamisen, etc.),', ' one for one thing only (not) even just (e.g. ""just try it""), イー', ' one,', ' most,', ' one one]']","['いち', 'ひとつ', 'つ', 'いっち', 'ひと']",転意,[],[],靡一,,
64,不才由明,不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",才,[' -years-old ability/gift/talent/aptitude/genius]'],['さい'],由,[' reason/significance/cause piece of information that one has heard/I hear that .../it is said that ...]'],['よし'],明,"[' vidya (wisdom) mantra the coming (4th of July, etc.),', ' brightness clarity/acumen power of vision,', ' Ming (dynasty of China, 1368-1644),', ' clearly/brightly cleanly/purely]']","['みょう', 'めい', 'みん', 'さや']",不才,,,由明,,
65,扼構之識,扼,[],[],構,"[' structure/construction/appearance posture (e.g. in martial arts)/pose/stance readiness/determination/preparedness kanji enclosure type radical (must enclose at least two sides of the kanji),', ' paper mulberry (Broussonetia papyrifera)]']","['かまえ', 'え', 'かじ']",之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",識,[' acquaintanceship vijnana/consciousness written by...]'],['しき'],扼構,,,之識,,
66,厚閥同令,厚,[' thickness]'],['あつ'],閥,[' clique/clan/faction]'],['ばつ'],同,[' the same/the said/ibid.]'],['どう'],令,"[' command/order/dictation,', ' administrative and civil code]']","['れい', 'りょう']",厚閥,,,同令,,
67,不心禽斥,不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",心,"[' mind/heart/spirit the meaning of a phrase (riddle, etc.),', ' heart/mind spirit/vitality/inner strength Chinese ""Heart"" constellation (one of the 28 mansions) friend]']","['こころ', 'しん']",禽,[' bird bird meat (esp. chicken meat)/fowl/poultry]'],['とり'],斥,[],[],不心,[],[],禽斥,,
68,一復作識,一,"[' one best first/foremost beginning/start bottom string (on a shamisen, etc.),', ' one for one thing only (not) even just (e.g. ""just try it""), イー', ' one,', ' most,', ' one one]']","['いち', 'ひとつ', 'つ', 'いっち', 'ひと']",復,[' again/and/also/still (doing something)]'],['また'],作,[' work (e.g. of art)/production harvest/cultivation/farming/crop/yield technique]'],['さく'],識,[' acquaintanceship vijnana/consciousness written by...]'],['しき'],一復,,,作識,,
69,下然間係,下,"["" below/down/under/younger (e.g. daughter) bottom beneath/underneath just after/right after inferiority/one's inferior (i.e. one's junior) trade-in preliminary/preparatory,"", ' under (esp. influence or guidance),', ' lowness (of degree, value, etc.)/inferiority second volume (of two)/third volume (of three),', ' lower reaches (of a river) bottom/lower part lower half (of the body, esp. the privates)/feces (faeces)/urine/menses end/far from the imperial palace (i.e. far from Kyoto, esp. of western Japan) dirty (e.g. dirty jokes, etc.),', ' under (being in said condition or environment)]']","['した', 'もと', 'げ', 'しも', 'か']",然,"[' -like,', ' so/like that/in that way,', ' like that/as such yeah/uh-huh]']","['ぜん', 'さ', 'しか']",間,"[' space (between)/gap/interval/distance time (between)/pause/break span (temporal or spatial)/stretch/period (while) relationship (between, among) members (within, among) due to/because of,', ' time/pause space room,', ' interval/space/interstice/threshold valley/gorge/ravine loophole (in a wall)/crenel/eyelet,', ' interval/period of time among/between/inter-,', '818 m (6 shaku) counter used to number the gaps between pillars]']","['あいだ', 'ま', 'はざま', 'かん', 'けん']",係,"[' charge/duty/person in charge/official/clerk connection/linking,', ' charge/duty/person in charge/official/clerk]']","['かかり', 'がかり']",下然,,,間係,,
70,束基世末,束,"[' bundle/bunch/sheaf,', ' strut/short vertical post thickness (of a book minus the cover, a sheaf of paper, etc.) handbreadth/bundle,', ' lattice counter for large bundles (e.g. 10 sheafs of rice, 200 sheets of calligraphy paper, 20 whistling arrows, 100 fish) handbreadth (unit for measuring the length of arrows)]']","['たば', 'つか', 'そく']",基,"["" origin/source base/basis/foundation/root cause ingredient/material (somebody's) side/(somebody's) location original cost (or capital, principal, etc.) (plant) root/(tree) trunk first section of a waka counter for blades of grass, tree trunks, etc., and for falcons (in falconry) 10. handle (chopsticks, brush, etc.)/grip,"", ' group (free) radical counter for installed or mounted objects (e.g. stone lanterns, gravestones, satellites),', ' basis/foundation cause]']","['もと', 'き', 'もとい']",世,"[' world/society/age/generation,', ' counter for generations epoch]']","['よ', 'せい']",末,"[' top end/tip,', ' new shoots/new growth (of a tree),', ' tip/top end/close (e.g. close of the month) youngest child descendants/offspring/posterity future finally trivialities,', ' the end of powder]']","['うら', 'うれ', 'すえ', 'まつ']",束基,,,世末,,
71,落民作行,落,[' slip/omission outcome/final result/the end punch line (of a joke)]'],"['おち', 'ち']",民,[' nation/people]'],['たみ'],作,[' work (e.g. of art)/production harvest/cultivation/farming/crop/yield technique]'],['さく'],行,"[' line (i.e. of text)/row/verse carya (austerities) samskara (formations) running script (a semi-cursive style of kanji),', ' going/travelling (traveling) type of classical Chinese verse (usu. an epic) district (of similar merchants)/guild bank]']","['ぎょう', 'こう']",落民,,,作行,,
72,火端鱗之,火,"[' fire/flame/blaze,', ' Tuesday fire (second of the five elements)]']","['ひ', 'か']",端,"[' near/close/beside/vicinity/proximity/besides/while third person,', ' end (e.g. of street)/tip/point/edge/margin beginning/start/first odds and ends/scrap/odd bit/least,', ' fraction/odd sum loose change low class female servant,', ' edge/tip/end gable wall gable,', ' origin variable measure of fabric (28.8 cm in width)/for kimonos', ' at least 10 m in length/for haori', ' at least27 m in length/for other clothes', ' at least06 m in length tip/extremity]']","['そば', 'はし', 'はした', 'つま', 'たん']",鱗,"[' scale (of fish, snake, etc.) serif (on kana or kanji (e.g. in Mincho font))]']",['うろこ'],之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",火端,,,鱗之,,
73,雨根義伐,雨,[' rain]'],['あめ'],根,"["" root (of a plant) root (of a tooth, hair, etc.)/center (of a pimple, etc.) root (of all evil, etc.)/source/origin/cause/basis one's true nature (fishing) reef,"", ' stick-to-itiveness/perseverance/persistence radical (esp. one that tends to ionize easily) root indriya (faculty of the body having a specific function, i.e. the sensory organs)]']","['ね', 'こん']",義,[' morality/righteousness/justice/honour (honor) meaning teachings/doctrine nonconsanguineous relationship (i.e. of in-laws) prosthesis]'],['ぎ'],伐,[],[],雨根,,,義伐,,
74,業由用淫,業,"[' karma (i.e. actions committed in a former life),', ' deed/act/work/performance,', ' work/business/company/agency study]']","['ごう', 'わざ', 'ぎょう']",由,[' reason/significance/cause piece of information that one has heard/I hear that .../it is said that ...]'],['よし'],用,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],淫,[' licentiousness]'],['いん'],業由,,,用淫,,
75,中不旨濁,中,"[' inside/in among/within center (centre)/middle during/while,', "" inside/within while among/amongst/between we (referring to one's in-group, e.g. company, etc.)/our my spouse imperial palace grounds emperor I (primarily used by women and children)/me,"", ' medium/average/middle moderation middle school China volume two (of three) during (a certain time when one did or is doing something)/under (construction, etc.)/while in/out of (e.g. three out of ten people),', ' through/throughout/in the course of all over or throughout (e.g. a place), チュン', ' red dragon tile winning hand with a pung (or kong) of red dragon tiles]']","['なか', 'うち', 'ちゅう', 'じゅう']",不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",旨,[' principle/aim/main purpose/central part/pillar purport/gist/drift/meaning instructions/orders/intention/wishes]'],['むね'],濁,[],[],中不,,,旨濁,,
76,知郷発豊,知,[' wisdom jnana (higher knowledge)]'],['ち'],郷,"["" village/hamlet countryside/country home (of one's parents, etc.)/hometown one's origins/one's upbringing/one's past,"", ' hometown rural township (of China),', ' countryside/country 50-home township (comprised of 2-3 neighbourhoods)]']","['さと', 'きょう', 'ごう']",発,"[' departure/departing (from ...)/departing (at time ...) sending/sent (by ...)/sent (at ...) engine green dragon tile counter for gunshots, bursts of gas, etc./counter for bullets, bombs, etc./counter for blows (punches)]']",['はつ'],豊,[],[],知郷,,,発豊,,
77,明思面不,明,"[' vidya (wisdom) mantra the coming (4th of July, etc.),', ' brightness clarity/acumen power of vision,', ' Ming (dynasty of China, 1368-1644),', ' clearly/brightly cleanly/purely]']","['みょう', 'めい', 'みん', 'さや']",思,[],[],面,"[' face surface mask (esp. a noh or kyogen mask),', ' face/mug surface surrounding area cheek/cheeks,', ' face mask/face guard (in kendo) striking the head surface (esp. a geometrical surface) page aspect/facet/side chamfer counter for broad, flat objects, levels or stages, e.g. in a video game,', ' looking like a .../acting as if a ....]']","['おもて', 'つら', 'めん', 'づら']",不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",明思,,,面不,,
78,条友質居,条,"[' muscle/tendon/sinew vein/artery fiber/fibre/string line/stripe/streak reason/logic plot/storyline lineage/descent school (e.g. of scholarship or arts) aptitude/talent 10. source (of information, etc.)/circle/channel 11. well-informed person (in a transaction) 12. logical move (in go, shogi, etc.) 13. ninth vertical line 14. seam on a helmet 15. gristly fish paste (made of muscle, tendons, skin, etc.) 16. social position/status 17. on (a river, road, etc.)/along 18. counter for long thin things/counter for roads or blocks when giving directions 19. (Edo period) counter for hundreds of mon (obsolete unit of currency),', ' article (in document)/provision stripe/streak/line although/though since/as/because/inasmuch as,', ' passage/paragraph]']","['すじ', 'じょう', 'くだり']",友,[' friend/companion/comrade/pal]'],['とも'],質,"[' quality/value nature/inherent quality/character logical quality,', ' quality/nature (of person),', ' collateral/pledge/pawned article]']","['しつ', 'たち', 'しち']",居,"[' residence,', ' being (somewhere) sitting]']","['きょ', 'い']",条友,,,質居,,
79,之嫁山首,之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",嫁,"["" wife/bride (one's) daughter-in-law]""]",['よめ'],山,"[' mountain/hill mine (e.g. coal mine) heap/pile crown (of a hat)/thread (of a screw)/tread (of a tire)/protruding part of an object climax/peak/critical point guess/speculation criminal case/crime mountain climbing/mountaineering festival float (esp. one mounted with a decorative halberd) 10. wall/wall tile 11. temple/temple grounds 12. wild,', ' Mt./Mount Mt./Mount,', ' mountain/hill]']","['やま', 'さん', 'むれ']",首,"[' neck head dismissal/discharge/firing (from a job),', ' decapitated head of an enemy,', ' counter for songs and poems,', ' office/official chief/head (Yaeyama Islands in Okinawa) person (usually a woman) whose duty it is to officiate at religions ceremonies,', ' Obito (hereditary title, often given to powerful regional families),', ' eldest son older brother/older sister older person head of a clan/head of a region skilled craftsman,', ' head (of a doll),', ' head]']","['くび', 'しゅきゅう', 'しゅ', 'つかさ', 'おびと', 'このかみ', 'かしら', 'こうべ']",之嫁,,,山首,,
80,之織子夕,之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",織,[' weave/weaving/woven item]'],"['おり', 'り']",子,"[' child young (animal) young woman/young geisha offshoot interest new shares player who is not a dealer (in cards, mahjong, etc.) bird egg -er (often of young women),', ' first sign of Chinese zodiac (The Rat, 11pm-1am, north, November),', ' fruit/nut seed (in broth) pieces of meat, vegetable, etc. content/substance,', "" child (esp. a boy) viscount master (founder of a school of thought, esp. Confucius) philosophy (branch of Chinese literature)/non-Confucian Hundred Schools of Thought writings you (of one's equals) -er (i.e. a man who spends all his time doing...),"", ' honorific (or familiar) suffix used after a name,', ' child interest]']","['こ', 'ね', 'み', 'し', 'す', 'こう']",夕,"[' 18 ml (one-tenth of a go)033 meters square (one-hundredth of a tsubo) dip/ladle,', ' evening last night]']","['しゃく', 'ゆうべ', 'べ']",之織,,,子夕,,
81,用人同曲,用,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],人,"[' -ian (e.g. Italian)/-ite (e.g. Tokyoite)/indicates nationality, race, origin, etc. -er (e.g. performer, etc.)/person working with .../indicates expertise (in a certain field) (usu. in compound words) man/person/people,', ' person,', ' man/person human being/mankind/people human (Homo sapiens)/humans as a species character/personality man of talent/true man another person/other people/others adult,', ' counter for people person]']","['じん', 'と', 'ひと', 'にん']",同,[' the same/the said/ibid.]'],['どう'],曲,"[' song/tune/composition/piece of music,', ' corner/nook/recess a shadow/a shade,', ' wickedness/evil/calamity/disaster,', ' long segment of a noh play forming its musical highlight wrong/improper/indecent]']","['きょく', 'くま', 'まが', 'くせ']",用人,,,同曲,,
